text,airline_sentiment
worri cold weather snow would delay u morn pilot stillwait,negative
rush degre weather get airport time bad pilot stillwait,negative
refund,neutral
aisl pleas,neutral
thank quick repli fill form idnumber8569822 hopetogetanswersoon,positive
hand slip paper call call day tri get sent still layov airport ref tho,negative
good mayb make lose medallion probablynot,neutral
fine take,positive
live abroad book problem flight come visit state,neutral
,neutral
recap bounc lie hung suppos think,negative
thank second alreadi got bump st love,positive
said would need get supervisor wait supervisor hung,negative
call ladi oversea call center said saw note explain situat,negative
could access seat map said would note upgrad itinerari call back late flightr,negative
spoke someon feedback line last night said would get prefer choic seat today,negative
good call tomorrow thank,positive
next day,neutral
fill form receiv sort email confirm receiv normal,neutral
lose luggag lose reserv hour travel day want get,negative
oh fine lost luggag much look like least half day late confer santa monica,negative
without work screen friend possibl move anoth place unitedfail worsttripofmylif,negative
n26902 dreamlin leaf london heathrow,neutral
gj wifi even though promis ground crew anotherdisappoint,negative
gj agre hour late arriv unaccept hope pray bag,negative
unhappi unit servic read ralph nader open letter ual ceo leav comment rt,negative
ok dm info,neutral
best seat pay custom get board first badcustomerservic,negative
happen time unit pilot alway exit row america treat custom better employe,negative
ye got gate specif ask seat discourag walk past crew,negative
koa lax fresh food servic right,neutral
omg thank smiling_cat_face_with_heart eye smiling_cat_face_with_heart eye smiling_cat_face_with_heart eye,positive
unavail leg regist hour sold option offer min ticket traveloc of2,negative
error messag said process request last step seat select leg agent unawar,negative
soon go wait time gate empti msp airport min still count,negative
horribl wait time get gate show total miss manag valu custom time respect thier sentiment,negative
disappoint servic start gate oper bo rude stop carri bag,negative
servic suck mexico houston final realiz snack in1st work cheap,negative
thank,neutral
okay thank,neutral
snack avail fresh food sure happen sure grab bite sfo connect,neutral
guy follow threat sue carri bag defend free,negative
done request,neutral
pl post video belliger jerk rant sfo go sue make check rd bag hoot,negative
gj believ hand worst servic ever experienc make look amaz unitedairlin,negative
pleas give special thank aaron tampa offic help liter two hour amaz mission accomplish,positive
tell purchas websit put u lufthansa first leg,negative
turkish airlin rebook u unit second leg fra iad way check upgrad avail,neutral
hey left favorit blanket plane bring back home,neutral
gj funni attend recommend tweet let know subpar custom servic runaround,negative
follow dm,neutral
want hotel room whiskey,neutral
gotta make connector,neutral
ok note detail dm ed shortli,neutral
gate far though,negative
ua5029 ric ua507 ord ua423 den delay non weather issu way go your bat hotel,negative
would made alreadi book anoth cancel flight origin reserv,negative
book reward travel august everyth black,negative
win,positive
tri chang book hour ago onlin system charg fee per passeng could pleas help,negative
submit complaint need compens long take,negative
info delay sfo tomorrow due low cloud,neutral
horrif experi guy made never want fli airplan everi,negative
rsw tonight twin year old pilot row stay help get boy bag lifesav,positive
fli unit sorri captain still minut pre prepar make sat air,negative
thank,neutral
ye thx land,positive
get clue mm miler respons give,negative
tri get email talk busi peopl expect airlin wifi,negative
final arriv bogota good long,neutral
tri alreadi cancun one deliv,negative
illeg breach contract touch custom feedback,negative
way treat custom lot issu worth headach went thru,negative
ye ewr correct fact beought u share room unexpact,negative
want make day friend premier soon chanc upgrad two hr leg flight ecom plu,neutral
pleas review fix baggag procedur dull happen everi week sister travel airlin,negative
noth els gj custom servic,negative
cours lax,neutral
ok thank counter locat late open,neutral
oh rebook hour origin arriv time talk compens,negative
cowork conflict hotel issu tri share post facebook page eras,negative
lost parent luggag cancun said would deliv hotel pm almost pm,negative
watch connect den pull away gate pull gate slapinthefac,negative
version row window go ahead check wait,negative
pretti sure got shin split sprint iah watch plane pull away jet way,negative
well incom dca take u ewr delay made u miss connect fll ye hotel necessari,negative
pleas stop cancel flightl flight tri get home take two exam tomorrow cancel flightl flight,negative
hung twice staff upset right,negative
dca ewr,neutral
hour fll ewr wait hour plu bag sign yet give,negative
better airlin continent servic fee book problem fee talk human fee fu,negative
chanc could look problem earlier,neutral
despic spoke mani diff peopl everyon tell someth differ claim need bag,negative
come crew travel get better seat get stuck check bag crew bag got,negative
funni thing happen arriv denver gate current schedul depart sydney lol,negative
forgot intl flight lax go intl termin easiest check ever woo,positive
pleas tell unit fli sydney australia pref asia pac u voucher redeem,neutral
claim weather hardwork crew pull seat plane right thing know,negative
missin point weather lie seat broken claim weather get hotel classi,negative
tri break world record delay flight year,negative
flight appear appli mileageplu account help,neutral
aussi cowgirl lookin cowboy take fort worth estel say find,neutral
okay thank help,positive
captain said pm san francisco delay due weather ua1416 depart failagain,negative
thank,positive
bet turn thirti minut delay origin hour delay arriv time,negative
best way unit one true love shop usa fashion capit newyork unitedvusa,positive
